Nº DO LOTE;ENTRADA DE SAL EM FINO;ESTOQUE DE SAL EM FINO AU;DATA DA ENTREGA;Nº DO PEDIDO;data;NOME DO CLIENTE ; PEDIDOS EM FINO ; SEDEX ;AMOSTRAS E TESTES; PAGAMENTO DE TEOR ; PEDIDOS EM SAL ;METAL EM SAL;;;;;;;;
1150;;466,2144641;;30634;;Four Metalic; 10,00 ;;;; 14,70 ;685,3352622;;;;;;;;
1150;;456,2144641;;30635;;WESS; 10,00 ;;;; 14,70 ;670,6352622;;;;;;;;
1150;;416,2144641;02/05/2023;30636;;Paulo Brum; 40,00 ;;;; 58,80 ;611,8352622;;;;;;;;
1150;;406,2144641;;30637;;LOEFLER; 10,00 ;;;; 14,70 ;597,1352622;;;;;;;;
1150;;396,2144641;;30638;;MUNDIAL; 10,00 ;;;; 14,70 ;582,4352622;;;;;;;;
1150;;386,2144641;;30639;;CORREA; 10,00 ;;;; 14,70 ;567,7352622;;;;;;;;
1150;;352,2008641;;30640;;FENIX; 34,01 ;;;; 50,00 ;517,7352702;;;;;;;;
1150;;342,2008641;;30641;;MONTANA; 10,00 ;;;; 14,70 ;503,0352702;;;;;;;;
1150;;332,2008641;;30642;;Karan; 10,00 ;;;; 14,70 ;488,3352702;;;;;;;;
1150;;292,2008641;;30643;;Ricardo Puzzuolli; 40,00 ;;;; 58,80 ;429,5352702;;;;;;;;
1150;;262,2008641;;30644;;GEMAS DO MUNDO; 30,00 ;;;; 44,10 ;385,4352702;;;;;;;;
1150;;245,2008641;;30645;;Amon; 17,00 ;;;; 24,99 ;360,4452702;;;;;;;;
1150;;225,2008641;;30646;;Brilharty; 20,00 ;;;; 29,40 ;331,0452702;;;;;;;;
1150;;215,2008641;;30647;;Four Metalic; 10,00 ;;;; 14,70 ;316,3452702;;;;;;;;
1150;;205,2008641;09/05/2023;30648;;Coorea; 10,00 ;;;; 14,70 ;301,6452702;;;;;;;;
1150;;195,2008641;11/05/2023;30649;;LOEFLER; 10,00 ;;;; 14,70 ;286,9452702;;;;;;;;
1150;;155,2008641;15/05/2023;30650;;Paulo Brum; 40,00 ;;;; 58,80 ;228,1452702;;;;;;;;
1150;;140,2008641;15/05/2023;30651;;Michester; 15,00 ;;;; 22,05 ;206,0952702;;;;;;;;
1150;;100,2008641;15/05/2023;30652;;Ativa; 40,00 ;;;; 58,80 ;147,2952702;;;;;;;;
1150;;90,20086407;15/05/2023;30653;;Cennabras; 10,00 ;;;; 14,70 ;132,5952702;;;;;;;;
1150;;56,18726407;15/05/2023;30654;;Fenix; 34,01 ;;;; 50,00 ;82,59527818;;;;;;;;
1150;;46,18726407;15/05/2023;30655;;correa; 10,00 ;;;; 14,70 ;67,89527818;;;;;;;;
1150;;36,18726407;15/05/2023;30656;;Jose Alkexandre; 10,00 ;;;; 14,70 ;53,19527818;;;;;;;;
1151;1311,904762;1326,092026;18/05/2023;30657;;Brilharty; 20,00 ;;; 2,00 ; 32,34 ;1949,355278;;;;;;;;
1151;;995,956026;15/05/2023;30658;;Cennabras; 330,14 ;;;; 485,30 ;1464,055358;;;;;;;;
1151;;985,956026;18/05/2023;30659;;Luiz Joana; 10,00 ;;;; 14,70 ;1449,355358;;;;;;;;
1151;;941,956026;22/05/2023;30660;;Felipe Bazarin; 44,00 ;;;; 64,68 ;1384,675358;;;;;;;;
1151;;931,956026;23/05/2023;30661;;Four Metalic; 10,00 ;;;; 14,70 ;1369,975358;;;;;;;;
1151;;851,956026;23/05/2023;30662;;Contress; 80,00 ;;;; 117,60 ;1252,375358;;;;;;;;
1151;;841,956026;23/05/2023;30663;;Diacomo; 10,00 ;;;; 14,70 ;1237,675358;;;;;;;;
1151;;801,956026;23/05/2023;30664;;Ricardo Puzzuolli; 40,00 ;;;; 58,80 ;1178,875358;;;;;;;;
1151;;798,956026;24/05/2023;30665;;STELLWAY; 3,00 ;;;; 4,41 ;1174,465358;;;;;;;;
1151;;728,956026;24/05/2023;30666;;Brilharty; 70,00 ;;;; 102,90 ;1071,565358;;;;;;;;
1151;;660,932326;24/05/2023;30667;;FENIX; 68,02 ;;;; 99,99 ;971,5705192;;;;;;;;
1151;;650,932326;24/05/2023;30668;;MUNDIAL; 10,00 ;;;; 14,70 ;956,8705192;;;;;;;;
1151;;640,932326;24/05/2023;30669;;CORREA; 10,00 ;;0;; 14,70 ;942,1705192;;;;;;;;
1151;;640,932326;24/05/2023;30670;;WESS; -   ;;;; -   ;942,1705192;;;;;;;;
1151;;630,932326;26/05/2023;30671;;JOSE ALEXANDRE; 10,00 ;;;; 14,70 ;927,4705192;;;;;;;;
1151;;620,932326;26/05/2023;30672;;PELEGRINO; 10,00 ;;;; 14,70 ;912,7705192;;;;;;;;
1151;;610,932326;30/05/2023;30673;;LOEFLER; 10,00 ;;;; 14,70 ;898,0705192;;;;;;;;
1151;;570,932326;30/05/2023;30674;;Paulo Brum; 40,00 ;;;; 58,80 ;839,2705192;;;;;;;;
1151;;560,932326;30/05/2023;30675;;CORREA; 10,00 ;;;; 14,70 ;824,5705192;;;;;;;;
1151;;550,932326;01/06/2023;30676;;Four Metalic; 10,00 ;;;; 14,70 ;809,8705192;;;;;;;;
1151;;540,932326;01/06/2023;30677;;Karam; 10,00 ;;;; 14,70 ;795,1705192;;;;;;;;
1151;;500,932326;01/06/2023;30678;;puzzuolli; 40,00 ;;;; 58,80 ;736,3705192;;;;;;;;
1151;;480,932326;05/06/2023;30679;;Brilharty; 20,00 ;;;; 29,40 ;706,9705192;;;;;;;;
1151;;465,932326;05/06/2023;30680;;Correa; 15,00 ;;;; 22,05 ;684,9205192;;;;;;;;
1151;;425,932326;09/06/2023;30681;;Paulo Brum; 40,00 ;;;; 58,80 ;626,1205192;;;;;;;;
1151;;420,932326;09/06/2023;30682;;AMon; 5,00 ;;;; 7,35 ;618,7705192;;;;;;;;
1151;;390,932326;09/06/2023;30683;;gemas do mundo; 30,00 ;;;; 44,10 ;574,6705192;;;;;;;;
1151;;380,932326;09/06/2023; ;;Wess; 10,00 ;;;; 14,70 ;559,9705192;;;;;;;;
1152;1024,489796;1395,422122;13/06/2023;30685;;Jose Alexandre; 10,00 ;;;; 14,70 ;2051,270519;;;;;;;;
1152;;395,4221219;13/06/2023;30686;;Bruna; 1.000,00 ;;;; 1.470,00 ;581,2705192;;;;;;;;
1152;;340,6021219;13/06/2023;30687;;Bruna; 54,82 ;;;; 80,59 ;500,6851192;;;;;;;;
1152;;325,6021219;13/06/2023;30688;;Art Show; 15,00 ;;;; 22,05 ;478,6351192;;;;;;;;
1152;;315,6021219;13/06/2023;30689;;Correa; 10,00 ;;;; 14,70 ;463,9351192;;;;;;;;
1152;;305,6021219;13/06/2023;30690;;Aguilar; 10,00 ;;;; 14,70 ;449,2351192;;;;;;;;
1152;;101,5221219;14/06/2023;30691;;Cennabnras; 204,08 ;;;; 300,00 ;149,2375192;;;;;;;;
1152;;91,52212189;14/06/2023;30692;;4metalic; 10,00 ;;;; 14,70 ;134,5375192;;;;;;;;
1152;;81,52212189;14/06/2023;30693;;correa; 10,00 ;;;; 14,70 ;119,8375192;;;;;;;;
1153;1303,605442;1249,077564;19/06/2023;30694;;Cennabras; 136,05 ;;;; 199,99 ;1836,144019;;;;;;;;
1153;;749,0775641;19/06/2023;30695;;Bruna; 500,00 ;;;; 735,00 ;1101,144019;;;;;;;;
1153;;699,0775641;19/06/2023;30696;;puzzuolli; 50,00 ;;;; 73,50 ;1027,644019;;;;;;;;
1153;;659,0775641;19/06/2023;30697;;PAULO BRUM; 40,00 ;;;; 58,80 ;968,8440192;;;;;;;;
1153;;611,4585641;19/06/2023;30698;;FENIX; 47,62 ;;;; 70,00 ;898,8440892;;;;;;;;
1153;;591,4585641;19/06/2023;30699;;BRILHARTY; 20,00 ;;;; 29,40 ;869,4440892;;;;;;;;
1153;;581,4585641;19/06/2023;30700;;PELEGRINO; 10,00 ;;;; 14,70 ;854,7440892;;;;;;;;
1153;;571,4585641;22/06/2023;30701;;Astriudoro; 10,00 ;;;; 14,70 ;840,0440892;;;;;;;;
1153;;561,4585641;22/06/2023;30702;;Correa; 10,00 ;;;; 14,70 ;825,3440892;;;;;;;;
1153;;541,4585641;22/06/2023;30703;;Brilharty; 20,00 ;;;; 29,40 ;795,9440892;;;;;;;;
1153;;536,4585641;22/06/2023;30704;;Amon; 5,00 ;;;; 7,35 ;788,5940892;;;;;;;;
1153;;526,4585641;22/06/2023;30705;;Loefler; 10,00 ;;;; 14,70 ;773,8940892;;;;;;;;
1153;;516,4585641;22/06/2023;30706;;Montana; 10,00 ;;;; 14,70 ;759,1940892;;;;;;;;
1153;;506,4585641;22/06/2023;30707;;mundial; 10,00 ;;;; 14,70 ;744,4940892;;;;;;;;
1153;;466,4585641;29/06/2023;30708;;Paulo Brum; 40,00 ;;;; 58,80 ;685,6940892;;;;;;;;
1153;;412,0385641;29/06/2023;30709;;Fenix; 54,42 ;;;; 80,00 ;605,6966892;;;;;;;;
1153;;392,0385641;29/06/2023;30710;;Brilharty; 20,00 ;;;; 29,40 ;576,2966892;;;;;;;;
1153;;382,0385641;29/06/2023;30711;;correa; 10,00 ;;;; 14,70 ;561,5966892;;;;;;;;
1153;;342,0385641;30/06/2023;30712;;joao Batista; 40,00 ;;;; 58,80 ;502,7966892;;;;;;;;
1153;;282,0385641;04/07/2023;30713;;PUZZUOLLI; 60,00 ;;0;; 88,20 ;414,5966892;;;;;;;;
1153;;272,0385641;04/07/2023;30714;;Luiz Joana; 10,00 ;;;; 14,70 ;399,8966892;;;;;;;;
1153;;262,0385641;04/07/2023;30715;;MONTANA; 10,00 ;;;; 14,70 ;385,1966892;;;;;;;;
1153;;252,0385641;04/07/2023;30716;;FOUR METALIC; 10,00 ;;;; 14,70 ;370,4966892;;;;;;;;
1153;;212,0385641;04/07/2023;30717;;Paulo Brum; 40,00 ;;;; 58,80 ;311,6966892;;;;;;;;
1153;;157,6185641;04/07/2023;30718;;FENIX; 54,42 ;;;; 80,00 ;231,6992892;;;;;;;;
1154;929,4557823;982,0743464;04/07/2023;30719;;MIX METAIS; 105,00 ;;;; 154,35 ;1443,649289;;;;;;;;
1154;;680,0343464;11/07/2023;30720;;CENNA; 302,04 ;;;; 444,00 ;999,6504892;;;;;;;;
1154;;670,0343464;11/07/2023;30721;;CORREA; 10,00 ;;;; 14,70 ;984,9504892;;;;;;;;
1154;;665,0343464;11/07/2023;30722;;AMON; 5,00 ;;;; 7,35 ;977,6004892;;;;;;;;
1154;;620,0343464;11/07/2023;30723;;FELIPE BAZARIN; 45,00 ;;;; 66,15 ;911,4504892;;;;;;;;
1154;;610,0343464;11/07/2023;30724;;BRILHARTY; 10,00 ;;;; 14,70 ;896,7504892;;;;;;;;
1154;;600,0343464;11/07/2023;30725;;LOEFLER; 10,00 ;;;; 14,70 ;882,0504892;;;;;;;;
1154;;570,0343464;11/07/2023;30726;;GEMAS DO MUNDO; 30,00 ;;;; 44,10 ;837,9504892;;;;;;;;
1154;;560,0343464;13/07/2023;30727;;CORREA; 10,00 ;;;; 14,70 ;823,2504892;;;;;;;;
1154;;530,0343464;13/07/2023;30728;;Paulo Brum; 30,00 ;;;; 44,10 ;779,1504892;;;;;;;;
1154;;330,0343464;13/07/2023;30729;;OFICINA ORIENTAL; 200,00 ;;;; 294,00 ;485,1504892;;;;;;;;
1154;;320,0343464;13/07/2023;30730;;PELEGRINO; 10,00 ;;;; 14,70 ;470,4504892;;;;;;;;
1154;;310,0343464;13/07/2023;30731;;JOSE ALEXANDRE; 10,00 ;;;; 14,70 ;455,7504892;;;;;;;;
1154;;300,0343464;13/07/2023;30732;;MUNDIAL; 10,00 ;;;; 14,70 ;441,0504892;;;;;;;;
1154;;290,0343464;13/07/2023;30733;;Four Metalic; 10,00 ;;;; 14,70 ;426,3504892;;;;;;;;
1154;;280,0343464;17/07/2023;30734;;Art Show; 10,00 ;;;; 14,70 ;411,6504892;;;;;;;;
1154;;270,0343464;17/07/2023;30735;;Michester; 10,00 ;;;; 14,70 ;396,9504892;;;;;;;;
1154;;260,0343464;17/07/2023;30736;;Correa; 10,00 ;;;; 14,70 ;382,2504892;;;;;;;;
1154;;220,0343464;17/07/2023;30737;;Paulo Brum; 40,00 ;;;; 58,80 ;323,4504892;;;;;;;;
1154;;200,0343464;17/07/2023;30738;;Brilharty; 20,00 ;;;; 29,40 ;294,0504892;;;;;;;;
1154;;195,0343464;17/07/2023;30739;;Michester; 5,00 ;;;; 7,35 ;286,7004892;;;;;;;;
1154;;173,0343464;17/07/2023;30740;;wanjour; 20,00 ;;; 2,00 ; 32,34 ;254,3604892;;;;;;;;
1154;;105,0106464;17/07/2023;30741;;Bonor; 68,02 ;;;; 99,99 ;154,3656502;;;;;;;;
1155;1144,89;1181,880646;17/07/2023;30742;;Bonor; 68,02 ;;;; 99,99 ;1737,36455;;;;;;;;
1155;;431,3306464;21/07/2023;30743;;Bruna; 750,55 ;;;; 1.103,31 ;634,0560502;;;;;;;;
1155;;421,3306464;21/07/2023;30744;;CORREA; 10,00 ;;;; 14,70 ;619,3560502;;;;;;;;
1155;;371,3306464;21/07/2023;30745;;AMON; 50,00 ;;;; 73,50 ;545,8560502;;;;;;;;
1155;;316,9096464;21/07/2023;30746;;FENIX; 54,42 ;;;; 80,00 ;465,8571802;;;;;;;;
1155;;306,9096464;21/07/2023;30747;;OFICINA DIACOMO; 10,00 ;;;; 14,70 ;451,1571802;;;;;;;;
1155;;256,9096464;21/07/2023;30748;;PuZZUOLLI; 50,00 ;;;; 73,50 ;377,6571802;;;;;;;;
1155;;246,9096464;28/07/2023;30749;;CORREA; 10,00 ;;;; 14,70 ;362,9571802;;;;;;;;
1155;;236,9096464;28/07/2023;30750;;PELEGRINO; 10,00 ;;;; 14,70 ;348,2571802;;;;;;;;
1155;;196,9096464;28/07/2023;30751;;PAULO BRUM; 40,00 ;;;; 58,80 ;289,4571802;;;;;;;;
1155;;96,90964638;28/07/2023;30752;;PERFUR; 100,00 ;;;; 147,00 ;142,4571802;;;;;;;;
1155;;71,90964638;28/07/2023;30753;;SPORT BRINDES; 25,00 ;;;; 36,75 ;105,7071802;;;;;;;;
1156;1301,496599;1363,406245;28/07/2023;30754;;MONTANA; 10,00 ;;;; 14,70 ;2004,20718;;;;;;;;
1156;;1303,406245;28/07/2023;30755;;CONTRESS; 60,00 ;;;; 88,20 ;1916,00718;;;;;;;;
1156;;1283,406245;28/07/2023;30756;;BRILHARTY; 20,00 ;;;; 29,40 ;1886,60718;;;;;;;;
1156;;1273,406245;28/07/2023;30757;;AMON; 10,00 ;;;; 14,70 ;1871,90718;;;;;;;;
1156;;1263,406245;04/08/2023;30758;;CORREA; 10,00 ;;;; 14,70 ;1857,20718;;;;;;;;
1156;;1253,406245;04/08/2023;30759;;LOEFLER; 10,00 ;;;; 14,70 ;1842,50718;;;;;;;;
1156;;913,270245;04/08/2023;30760;;CENNABRAS; 340,14 ;;;; 500,00 ;1342,50726;;;;;;;;
1156;;873,270245;04/08/2023;30761;;Ricardo Puzzuolli; 40,00 ;;;; 58,80 ;1283,70726;;;;;;;;
1156;;843,270245;04/08/2023;30762;;gemas do mundo; 30,00 ;;;; 44,10 ;1239,60726;;;;;;;;
1156;;803,270245;04/08/2023;30763;;Brilharty; 40,00 ;;;; 58,80 ;1180,80726;;;;;;;;
1156;;735,246545;04/08/2023;30764;;FENIX; 68,02 ;;;; 99,99 ;1080,812421;;;;;;;;
1156;;725,246545;04/08/2023;30765;;ASTRIDORO; 10,00 ;;;; 14,70 ;1066,112421;;;;;;;;
1156;;715,246545;08/08/2023;30766;;LUIZ JOANA; 10,00 ;;;; 14,70 ;1051,412421;;;;;;;;
1156;;685,246545;08/08/2023;30767;;TECHGALVANO; 30,00 ;;;; 44,10 ;1007,312421;;;;;;;;
1156;;645,246545;08/08/2023;30768;;Paulo Brum; 40,00 ;;;; 58,80 ;948,5124212;;;;;;;;
1156;;635,246545;08/08/2023;30769;;CORREA; 10,00 ;;;; 14,70 ;933,8124212;;;;;;;;
1156;;625,246545;08/08/2023;30770;;Jose Alexandre; 10,00 ;;;; 14,70 ;919,1124212;;;;;;;;
1156;;615,246545;08/08/2023;30771;;MUNDIAL; 10,00 ;;;; 14,70 ;904,4124212;;;;;;;;
1156;;605,246545;08/08/2023;30772;;FOUR METALIC; 10,00 ;;;; 14,70 ;889,7124212;;;;;;;;
1156;;545,246545;08/08/2023;30773;;CONTRESS; 60,00 ;;;; 88,20 ;801,5124212;;;;;;;;
1156;;495,246545;08/08/2023;30774;;RICARDO PUZUOLLI; 50,00 ;;;; 73,50 ;728,0124212;;;;;;;;
1156;;475,246545;08/08/2023;30775;;Brilharty; 20,00 ;;;; 29,40 ;698,6124212;;;;;;;;
1156;;435,246545;08/08/2023;30776;;Paulo Brum; 40,00 ;;;; 58,80 ;639,8124212;;;;;;;;
1156;;415,246545;08/08/2023;30777;;NATHY; 20,00 ;;;; 29,40 ;610,4124212;;;;;;;;
1156;;315,246545;15/08/2023;30778;;MIX METAIS; 100,00 ;;;; 147,00 ;463,4124212;;;;;;;;
1156;;305,246545;15/08/2023;30779;;CORREA; 10,00 ;;;; 14,70 ;448,7124212;;;;;;;;
1156;;276,246545;15/08/2023;30780;;TECHGALVANO; 29,00 ;;;; 42,63 ;406,0824212;;;;;;;;
1156;;256,246545;15/08/2023;30781;;PELEGRINO; 20,00 ;;;; 29,40 ;376,6824212;;;;;;;;
1156;;216,246545;15/08/2023;30782;;PAULO BRUM; 40,00 ;;;; 58,80 ;317,8824212;;;;;;;;
1156;;206,246545;22/08/2023;30783;;CARIOCAS; 10,00 ;;;; 14,70 ;303,1824212;;;;;;;;
1156;;186,246545;22/08/2023;30784;;BRILHARTY; 20,00 ;;;; 29,40 ;273,7824212;;;;;;;;
1156;;172,246545;22/08/2023;30785;;AMON; 14,00 ;;;; 20,58 ;253,2024212;;;;;;;;
1156;;104,222845;22/08/2023;30786;;FENIX; 68,02 ;;;; 99,99 ;153,2075822;;;;;;;;
1156;;94,22284502;22/08/2023;30787;;CORREA; 10,00 ;;;; 14,70 ;138,5075822;;;;;;;;
1156;;74,22284502;22/08/2023;30788;;BRILHARTY; 20,00 ;;;; 29,40 ;109,1075822;;;;;;;;
1156;;64,22284502;22/08/2023;30789;;CORREA; 10,00 ;;;; 14,70 ;94,40758218;;;;;;;;
1156;;49,22284502;23/08/2023;30790;;KARAN; 15,00 ;;;; 22,05 ;72,35758218;;;;;;;;
1156;;4,222845022;23/08/2023;30791;;FELIPE BAZARIN; 45,00 ;;;; 66,15 ;6,207582182;;;;;;;;
1157;1039,52381;1033,746655;23/08/2023;30792;;Loefler; 10,00 ;;;; 14,70 ;1519,607582;;;;;;;;
1157;;1023,746655;23/08/2023;30793;;Montana; 10,00 ;;;; 14,70 ;1504,907582;;;;;;;;
1157;;1013,746655;23/08/2023;30794;;Mundial; 10,00 ;;;; 14,70 ;1490,207582;;;;;;;;
1157;;963,7466545;23/08/2023;30795;;Ricardo Puzzuolli; 50,00 ;;;; 73,50 ;1416,707582;;;;;;;;
1157;;953,7466545;24/08/2023;30796;;Correa; 10,00 ;;;; 14,70 ;1402,007582;;;;;;;;
1157;;943,7466545;24/08/2023;30797;;Art Show; 10,00 ;;;; 14,70 ;1387,307582;;;;;;;;
1157;;903,7466545;24/08/2023;30798;;PaULO bRUM; 40,00 ;;;; 58,80 ;1328,507582;;;;;;;;
1157;;893,7466545;24/08/2023;30799;;Amon; 10,00 ;;;; 14,70 ;1313,807582;;;;;;;;
1157;;883,7466545;24/08/2023;30800;;Correa; 10,00 ;;;; 14,70 ;1299,107582;;;;;;;;
1157;;843,7466545;29/08/2023;30801;;Paulo Brum; 40,00 ;;;; 58,80 ;1240,307582;;;;;;;;
1157;;841,7466545;30/08/2023;30802;;Rafael Bassi0; 2,00 ;;;; 2,94 ;1237,367582;;;;;;;;
1157;;773,7193545;30/08/2023;30803;;FEnix; 68,03 ;;;; 100,00 ;1137,367451;;;;;;;;
1157;;763,7193545;30/08/2023;30804;;FOUR METALIC; 10,00 ;;;; 14,70 ;1122,667451;;;;;;;;
1157;;743,7193545;30/08/2023;30805;;Brilharty; 20,00 ;;;; 29,40 ;1093,267451;;;;;;;;
1157;;733,7193545;30/08/2023;30806;;PW ACESSORIOS; 10,00 ;;;; 14,70 ;1078,567451;;;;;;;;
1157;;393,5833545;01/09/2023;30807;;Cennabrass; 340,14 ;;;; 500,00 ;578,5675312;;;;;;;;
1157;;353,5833545;01/09/2023;30808;;Cointrss; 40,00 ;;;; 58,80 ;519,7675312;;;;;;;;
1157;;343,5833545;01/09/2023;30809;;joao Batista; 10,00 ;;;; 14,70 ;505,0675312;;;;;;;;
1157;;333,5833545;01/09/2023;30810;;Correa ; 10,00 ;;;; 14,70 ;490,3675312;;;;;;;;
1157;;328,5833545;12/09/2023;30811;;CORMAGEM DIAS; 5,00 ;;;; 7,35 ;483,0175312;;;;;;;;
1157;;288,5833545;12/09/2023;30812;;Paulo Brum; 40,00 ;;;; 58,80 ;424,2175312;;;;;;;;
1157;;283,5833545;12/09/2023;30813;;AMON; 5,00 ;;;; 7,35 ;416,8675312;;;;;;;;
1157;;253,5833545;12/09/2023;30814;;BRILHARTY; 30,00 ;;;; 44,10 ;372,7675312;;;;;;;;
1157;;223,5833545;12/09/2023;30815;;GEMAS DO MUNDO; 30,00 ;;;; 44,10 ;328,6675312;;;;;;;;
1157;;213,5833545;12/09/2023;30816;;correa; 10,00 ;;;; 14,70 ;313,9675312;;;;;;;;
1157;;203,5833545;12/09/2023;30817;;MONTANA; 10,00 ;;;; 14,70 ;299,2675312;;;;;;;;
1157;;193,5833545;14/09/2023;30818;;Four Metalic; 10,00 ;;;; 14,70 ;284,5675312;;;;;;;;
1157;;143,5833545;14/09/2023;30819;;PUZZUOLLI; 50,00 ;;;; 73,50 ;211,0675312;;;;;;;;
1157;;133,5833545;14/09/2023;30820;;CORREA; 10,00 ;;;; 14,70 ;196,3675312;;;;;;;;
1157;;123,5833545;14/09/2023;30821;;BRILHARTY; 10,00 ;;;; 14,70 ;181,6675312;;;;;;;;
1157;;89,44645455;14/09/2023;30822;;FENIX; 34,14 ;;;; 50,18 ;131,4862882;;;;;;;;
1157;;79,44645455;19/09/2023;30823;;Luiz Joana; 10,00 ;;;; 14,70 ;116,7862882;;;;;;;;
1158;1072,17;1087,516455;19/09/2023;30824;;Contress; 60,00 ;;; 4,10 ; 94,23 ;1598,649188;;;;;;;;
1158;;1047,516455;19/09/2023;30825;;Ms Brindes; 40,00 ;;;; 58,80 ;1539,849188;;;;;;;;
1158;;1037,516455;19/09/2023;30826;;Correa; 10,00 ;;;; 14,70 ;1525,149188;;;;;;;;
1158;;997,5164545;20/09/2023;30827;;Paulo Brum; 40,00 ;;;; 58,80 ;1466,349188;;;;;;;;
1158;;987,5164545;20/09/2023;30828;;Mundiial; 10,00 ;;;; 14,70 ;1451,649188;;;;;;;;
1158;;977,5164545;20/09/2023;30829;;Brilharty; 10,00 ;;;; 14,70 ;1436,949188;;;;;;;;
1158;;957,5164545;20/09/2023;30830;;Metais Pelegrino; 20,00 ;;;; 29,40 ;1407,549188;;;;;;;;
1158;;857,5164545;26/09/2023;30831;;MIX METAIS; 100,00 ;;;; 147,00 ;1260,549188;;;;;;;;
1158;;847,5164545;26/09/2023;30832;;Correa; 10,00 ;;;; 14,70 ;1245,849188;;;;;;;;
1158;;842,5164545;26/09/2023;30833;;amon; 5,00 ;;;; 7,35 ;1238,499188;;;;;;;;
1158;;832,5164545;26/09/2023;30834;;art show; 10,00 ;;;; 14,70 ;1223,799188;;;;;;;;
1158;;80,93645455;26/09/2023;30835;;Bruna; 751,58 ;;; -   ; 1.104,82 ;118,9765882;;;;;;;;
1158;;20,93645455;26/09/2023;30836;;Brilharty; 60,00 ;;;; 88,20 ;30,77658818;;;;;;;;
1159;715,0340136;724,9704682;29/09/2023;30837;;Loefler; 10,00 ;;; 1,00 ; 16,17 ;1065,706588;;;;;;;;
1159;;714,9704682;04/10/2023;30838;;FOUR METALIC; 10,00 ;;;; 14,70 ;1051,006588;;;;;;;;
1159;;704,9704682;04/10/2023;30839;;Montana; 10,00 ;;;; 14,70 ;1036,306588;;;;;;;;
1159;;664,9704682;04/10/2023;30840;;Paulo Brum ; 40,00 ;;;; 58,80 ;977,5065882;;;;;;;;
1159;;649,9704682;04/10/2023;30841;;Karam; 15,00 ;;;; 22,05 ;955,4565882;;;;;;;;
1159;;639,9704682;04/10/2023;30842;;Correa; 10,00 ;;;; 14,70 ;940,7565882;;;;;;;;
1159;;592,3514682;04/10/2023;30843;;Fenix; 47,62 ;;;; 70,00 ;870,7566582;;;;;;;;
1159;;582,3514682;04/10/2023;30844;;Astridoro; 10,00 ;;;; 14,70 ;856,0566582;;;;;;;;
1159;;580,3514682;04/10/2023;30845;;Romario; 2,00 ;;;; 2,94 ;853,1166582;;;;;;;;
1159;;550,3514682;04/10/2023;30846;;BRILHARTY; 30,00 ;;;; 44,10 ;809,0166582;;;;;;;;
1159;;510,3514682;04/10/2023;30847;;PuZZUOLLI; 40,00 ;;;; 58,80 ;750,2166582;;;;;;;;
1159;;500,3514682;04/10/2023;30848;;LOEFLER; 10,00 ;;;; 14,70 ;735,5166582;;;;;;;;
1159;;490,3514682;04/10/2023;30849;;Mundial; 10,00 ;;;; 14,70 ;720,8166582;;;;;;;;
1159;;320,2834682;09/10/2023;30850;;CEnnabrass; 170,07 ;;;; 250,00 ;470,8166982;;;;;;;;
1159;;310,2834682;09/10/2023;30851;;Correa; 10,00 ;;;; 14,70 ;456,1166982;;;;;;;;
1159;;305,2834682;09/10/2023;30852;;Cromagem Dias; 5,00 ;;;; 7,35 ;448,7666982;;;;;;;;
1159;;275,2834682;09/10/2023;30853;;gemas do mundo; 30,00 ;;;; 44,10 ;404,6666982;;;;;;;;
1159;;265,2834682;09/10/2023;30854;;Brilharty; 10,00 ;;;; 14,70 ;389,9666982;;;;;;;;
1159;;231,2698682;09/10/2023;30855;;FEnix; 34,01 ;;;; 50,00 ;339,9667062;;;;;;;;
1159;;201,2698682;09/10/2023;30856;;Brilharty; 30,00 ;;;; 44,10 ;295,8667062;;;;;;;;
1159;;191,2698682;18/10/2023;30857;;Montana; 10,00 ;;;; 14,70 ;281,1667062;;;;;;;;
1159;;8,089868151;18/10/2023;30858;;CENNABRASS; 170,07 ;;; 13,11 ; 269,27 ;11,89210618;;;;;;;;
1160;1030,136054;991,2259226;18/10/2023;30859;;FELIPE BAZARIN; 45,00 ;;; 2,00 ; 69,09 ;1457,102106;;;;;;;;
1160;;951,2259226;18/10/2023;30860;;PAULO BRUM; 40,00 ;;;; 58,80 ;1398,302106;;;;;;;;
1160;;941,2259226;18/10/2023;30861;;4  METALIC; 10,00 ;;;; 14,70 ;1383,602106;;;;;;;;
1160;;901,2259226;18/10/2023;30862;;PUZZUOLLI; 40,00 ;;;; 58,80 ;1324,802106;;;;;;;;
1160;;891,2259226;18/10/2023;30863;;AMON; 10,00 ;;;; 14,70 ;1310,102106;;;;;;;;
1160;;881,2259226;18/10/2023;30864;;Diacomo; 10,00 ;;;; 14,70 ;1295,402106;;;;;;;;
1160;;871,2259226;18/10/2023;30865;;CORREA; 10,00 ;;;; 14,70 ;1280,702106;;;;;;;;
1160;;851,2259226;18/10/2023;30866;;Brilharty; 20,00 ;;;; 29,40 ;1251,302106;;;;;;;;
1160;;831,2259226;18/10/2023;30867;;LUIZ JOANA; 20,00 ;;;; 29,40 ;1221,902106;;;;;;;;
1160;;821,2259226;27/10/2023;30868;;Loefler CANCELADO DUPLICIDADE; 10,00 ;;;; 14,70 ;1207,202106;;;;;;;;
