Nº DO LOTE;ENTRADA DE SAL EM FINO;ESTOQUE DE SAL EM FINO AU;DATA DA ENTREGA;Nº DO PEDIDO;data;NOME DO CLIENTE ; PEDIDOS EM FINO ; SEDEX ;AMOSTRAS E TESTES; PAGAMENTO DE TEOR ; PEDIDOS EM SAL ;METAL EM SAL;;;;;;;;
1123;1057,89;1024,11;09/02/2022;30058;;PUZZUOLLI; 50,00 ;;;; 73,50 ;1505,435042;;;;;;;;
1123;;974,11;06/02/2022;30059;;MIX METAIS; 50,00 ;;;; 73,50 ;1431,935042;;;;;;;;
1123;;964,11;06/02/2022;30060;;PELEGRINO; 10,00 ;;;; 14,70 ;1417,235042;;;;;;;;
1123;;924,11;06/02/2022;30061;;MS BRINDES; 40,00 ;;;; 58,80 ;1358,435042;;;;;;;;
1123;;914,11;06/02/2022;30062;;CORREA; 10,00 ;;;; 14,70 ;1343,735042;;;;;;;;
1123;;573,97;06/02/2022;30063;;Cennabras; 340,14 ;;;; 500,00 ;843,735042;;;;;;;;
1123;;563,97;14/02/2022;30064;;CORREA; 10,00 ;;;; 14,70 ;829,035042;;;;;;;;
1123;;543,97;15/02/2022;30065;;PAULO BRUM; 20,00 ;;;; 29,40 ;799,635042;;;;;;;;
1123;;509,96;15/02/2022;30066;;FENIX; 34,01 ;;;; 50,00 ;749,63505;;;;;;;;
1123;;499,96;15/02/2022;30067;;EVAIR; 10,00 ;;;; 14,70 ;734,93505;;;;;;;;
1123;;489,96;15/02/2022;30068;;ART SHOW; 10,00 ;;;; 14,70 ;720,23505;;;;;;;;
1123;;436,74;22/02/2022;30069;;MIX METAIS; 53,22 ;;;; 78,23 ;642,00165;;;;;;;;
1123;;421,74;22/02/2022;30070;;reinaldo; 15,00 ;;;; 22,05 ;619,95165;;;;;;;;
1123;;418,54;22/02/2022;30071;;Jorge Leocacio; 3,20 ;;;; 4,70 ;615,24765;;;;;;;;
1123;;416,54;22/02/2022;30072;;Rafael Bassi; 2,00 ;;;; 2,94 ;612,30765;;;;;;;;
1123;;396,54;22/02/2022;30073;;ART METAL; 20,00 ;;;; 29,40 ;582,90765;;;;;;;;
1123;;371,54;22/02/2022;30074;;GEMAS DO MUNDO; 25,00 ;;;; 36,75 ;546,15765;;;;;;;;
1123;;361,54;22/02/2022;30075;;nathy; 10,00 ;;;; 14,70 ;531,45765;;;;;;;;
1123;;311,54;22/02/2022;30076;;PUZZuolli; 50,00 ;;;; 73,50 ;457,95765;;;;;;;;
1123;;301,54;22/02/2022;30077;;ART METAL; 10,00 ;;;; 14,70 ;443,25765;;;;;;;;
1123;;233,51;22/02/2022;30078;;FENIX; 68,03 ;;;; 100,00 ;343,257519;;;;;;;;
1123;;223,51;22/02/2022;30079;;MUNDIAL; 10,00 ;;;; 14,70 ;328,557519;;;;;;;;
1123;;213,51;22/02/2022;30080;;FOUR METALIC; 10,00 ;;;; 14,70 ;313,857519;;;;;;;;
1123;;198,51;24/02/2022;30081;;PW ACESSORIOS; 15,00 ;;;; 22,05 ;291,807519;;;;;;;;
1123;;153,51;24/02/2022;30082;;FELIPE BAZARIN; 45,00 ;;;; 66,15 ;225,657519;;;;;;;;
1123;;53,51;24/02/2022;30083;;Contress; 100,00 ;;;; 147,00 ;78,65751904;;;;;;;;
1123;;43,51;24/02/2022;30084;;AMON; 10,00 ;;;; 14,70 ;63,95751904;;;;;;;;
1123;;33,51;24/02/2022;30085;;CORREA; 10,00 ;;;; 14,70 ;49,25751904;;;;;;;;
1124;1187,27;880,64;02/03/2022;30086;;Cennabras; 340,14 ;;;; 500,01 ;1294,538619;;;;;;;;
1124;;870,64;02/03/2022;30087;;FOUR METALIC; 10,00 ;;;; 14,70 ;1279,838619;;;;;;;;
1124;;865,64;02/03/2022;30088;;NATHY; 5,00 ;;;; 7,35 ;1272,488619;;;;;;;;
1124;;855,64;08/03/2022;30089;;Loefler; 10,00 ;;;; 14,70 ;1257,788619;;;;;;;;
1124;;845,64;08/03/2022;30090;;Montana; 10,00 ;;;; 14,70 ;1243,088619;;;;;;;;
1124;;835,64;08/03/2022;30091;;correa; 10,00 ;;;; 14,70 ;1228,388619;;;;;;;;
1124;;820,64;08/03/2022;30092;;MICHESTER; 15,00 ;;;; 22,05 ;1206,338619;;;;;;;;
1124;;720,64;08/03/2022;30093;;mix; 100,00 ;;;; 147,00 ;1059,338619;;;;;;;;
1124;;686,62;08/03/2022;30094;;fenix; 34,01 ;;;; 50,00 ;1009,338627;;;;;;;;
1124;;666,62;10/03/2022;30095;;Paulo Brum; 20,00 ;;;; 29,40 ;979,938627;;;;;;;;
1124;;656,62;10/03/2022;30096;;correa; 10,00 ;;;; 14,70 ;965,238627;;;;;;;;
1124;;653,12;14/03/2022;30097;;amon; 3,50 ;;;; 5,15 ;960,093627;;;;;;;;
1124;;165,62;16/03/2022;30098;;bruna; 487,50 ;;;; 716,63 ;243,468627;;;;;;;;
1124;;125,62;16/03/2022;30099;;MS BRINDES; 40,00 ;;;; 58,80 ;184,668627;;;;;;;;
1124;;105,62;16/03/2022;30100;;Paulo brum; 20,00 ;;;; 29,40 ;155,268627;;;;;;;;
1124;;95,62;16/03/2022;30101;;4 METALIC; 10,00 ;;;; 14,70 ;140,568627;;;;;;;;
1124;;61,61;16/03/2022;30102;;fenix; 34,01 ;;;; 50,00 ;90,56863504;;;;;;;;
1124;;51,61;16/03/2022;30103;;CORREA; 10,00 ;;;; 14,70 ;75,86863504;;;;;;;;
1124;;26,61;16/03/2022;30104;;gemas do mundo; 25,00 ;;;; 36,75 ;39,11863504;;;;;;;;
1124;;16,61;16/03/2022;30105;;LOEFLER; 10,00 ;;;; 14,70 ;24,41863504;;;;;;;;
1125;1271,554422;1258,17;18/03/2022;30106;;ART METAL; 30,00 ;;;; 44,10 ;1849,503635;;;;;;;;
1125;;1248,17;18/03/2022;30107;;CORREA; 10,00 ;;;; 14,70 ;1834,803635;;;;;;;;
1125;;1208,17;21/03/2022;30108;;PUZZUOLLI; 40,00 ;;;; 58,80 ;1776,003635;;;;;;;;
1125;;1178,17;21/03/2022;30109;;Paulo brum; 30,00 ;;;; 44,10 ;1731,903635;;;;;;;;
1125;;1148,17;22/03/2022;30110;;ATIVA; 30,00 ;;;; 44,10 ;1687,803635;;;;;;;;
1125;;1046,12;23/03/2022;30111;;fenix; 102,04 ;;;; 150,00 ;1537,803644;;;;;;;;
1125;;1036,12;24/03/2022;30112;;CORREA; 10,00 ;;;; 14,70 ;1523,103644;;;;;;;;
1125;;996,12;25/03/2022;30113;;FELIPE BAZARIN; 40,00 ;;;; 58,80 ;1464,303644;;;;;;;;
1125;;986,12;26/03/2022;30114;;MUNDIAL; 10,00 ;;;; 14,70 ;1449,603644;;;;;;;;
1125;;976,12;29/03/2022;30115;;JOSE ALEXANDRE; 10,00 ;;;; 14,70 ;1434,903644;;;;;;;;
1125;;966,12;29/03/2022;30116;;ART SHOW; 10,00 ;;;; 14,70 ;1420,203644;;;;;;;;
1125;;956,12;29/03/2022;30117;;IZA PEROBELI; 10,00 ;;;; 14,70 ;1405,503644;;;;;;;;
1125;;946,12;29/03/2022;30118;;CORREA; 10,00 ;;;; 14,70 ; 1.390,80 ;;;;;;;;
1125;;931,12;29/03/2022;30119;;MICHESTER; 15,00 ;;;; 22,05 ; 1.368,75 ;;;;;;;;
1125;;880,10;31/03/2022;30120;;FENIX; 51,02 ;;;; 75,00 ; 1.293,75 ;;;;;;;;
1125;;850,10;31/03/2022;30121;;Paulo brum; 30,00 ;;;; 44,10 ; 1.249,65 ;;;;;;;;
1125;;840,10;31/03/2022;30122;;FOUR METALIC; 10,00 ;;;; 14,70 ; 1.234,95 ;;;;;;;;
1125;;790,10;31/03/2022;30123;;PUZZUOLLI; 50,00 ;;;; 73,50 ; 1.161,45 ;;;;;;;;
1125;;775,10;31/03/2022;30124;;Correa; 15,00 ;;;; 22,05 ; 1.139,40 ;;;;;;;;
1125;;675,10;01/04/2022;30125;;oficina oriental; 100,00 ;;;; 147,00 ; 992,40 ;;;;;;;;
1125;;645,10;01/04/2022;30126;;Paulo brum; 30,00 ;;;; 44,10 ; 948,30 ;;;;;;;;
1125;;635,10;01/04/2022;30127;;LOEFLER; 10,00 ;;;; 14,70 ; 933,60 ;;;;;;;;
1125;;620,10;07/04/2022;30128;;Correa; 15,00 ;;;; 22,05 ; 911,55 ;;;;;;;;
1125;;569,08;07/04/2022;30129;;Fenix; 51,02 ;;;; 75,00 ; 836,55 ;;;;;;;;
1125;;559,08;07/01/2022;30130;;FOUR METALIC; 10,00 ;;;; 14,70 ; 821,85 ;;;;;;;;
1125;;218,94;11/04/2022;30131;;Cennabras; 340,14 ;;;; 500,01 ; 321,85 ;;;;;;;;
1125;;208,94;12/04/2022;30132;;MONTANA; 10,00 ;;;; 14,70 ; 307,15 ;;;;;;;;
1125;;-278,56;13/04/2022;30133;;BRUNA; 487,50 ;;;; 716,63 ;-409,48 ;;;;;;;;
1125;;-293,56;13/04/2022;30134;;karan; 15,00 ;;;; 22,05 ;-431,53 ;;;;;;;;
1125;;-298,56;13/04/2022;30135;;NATHY; 5,00 ;;;; 7,35 ;-438,88 ;;;;;;;;
1125;;-308,56;13/04/2022;30136;;MUNDIAL; 10,00 ;;;; 14,70 ;-453,58 ;;;;;;;;
1126;1238,843537;827,29;14/04/2022;30137;;Contress; 100,00 ;;; 3,00 ; 151,41 ; 1.216,11 ;;;;;;;;
1126;;802,29;14/04/2022;30138;;gemas do mundo; 25,00 ;;;; 36,75 ; 1.179,36 ;;;;;;;;
1126;;787,29;19/04/2022;30139;;ALBERTO ALVES; 15,00 ;;; -   ; 22,05 ; 1.157,31 ;;;;;;;;
1126;;757,2884655;19/04/2022;30140;;PAULO BRUM; 30,00 ;;;; 44,10 ;1113,214044;;;;;;;;
1126;;727,2884655;19/04/2022;30141;;ART METAL; 30,00 ;;;; 44,10 ;1069,114044;;;;;;;;
1126;;693,2748655;19/04/2022;30142;;FENIX; 34,01 ;;;; 50,00 ;1019,114052;;;;;;;;
1126;;683,2748655;19/04/2022;30143;;CORREA; 10,00 ;;;; 14,70 ;1004,414052;;;;;;;;
1126;;673,2748655;19/04/2022;30144;;FOUR METALIC; 10,00 ;;;; 14,70 ;989,7140523;;;;;;;;
1126;;573,2748655;19/04/2022;30145;;MIX METAIS; 100,00 ;;;; 147,00 ;842,7140523;;;;;;;;
1126;;563,27;28/04/2022;30146;;CORREA; 10,00 ;;;; 14,70 ;828,0140523;;;;;;;;
1126;;553,27;28/04/2022;30147;;loefler; 10,00 ;;;; 14,70 ;813,3140523;;;;;;;;
1126;;543,27;28/04/2022;30148;;JOSE ALEXANDRE; 10,00 ;;;; 14,70 ;798,6140523;;;;;;;;
1127;1931,564626;1499,84;28/04/2022;30149;;bruna; 975,00 ;;; -   ; 1.433,25 ;2204,764052;;;;;;;;
1127;;1465,83;28/04/2022;30150;;FENIX; 34,01 ;;;; 50,00 ;2154,76406;;;;;;;;
1127;;1125,70;02/05/2022;30151;;Cennabras; 340,13 ;;;; 499,99 ;1654,77296;;;;;;;;
1127;;743,09;02/05/2022;30152;;BRUNA; 382,61 ;;;; 562,44 ;1092,33626;;;;;;;;
1127;;733,09;02/05/2022;30153;;CORREA; 10,00 ;;;; 14,70 ;1077,63626;;;;;;;;
1127;;693,09;02/05/2022;30154;;PUZZuolli; 40,00 ;;;; 58,80 ;1018,83626;;;;;;;;
1127;;683,09;02/05/2022;30155;;ART SHOW; 10,00 ;;;; 14,70 ;1004,13626;;;;;;;;
1127;;673,09;02/05/2022;30156;;FOUR METALIC; 10,00 ;;;; 14,70 ;989,4362603;;;;;;;;
1127;;653,09;02/05/2022;30157;;EVAIR; 20,00 ;;;; 29,40 ;960,0362603;;;;;;;;
1127;;623,09;02/05/2022;30158;;PAULO BRUM; 30,00 ;;;; 44,10 ;915,9362603;;;;;;;;
1127;;618,09;04/05/2022;30159;;NATHY; 5,00 ;;;; 7,35 ;908,5862603;;;;;;;;
1127;;608,09;04/05/2022;30160;;CORREA; 10,00 ;;;; 14,70 ;893,8862603;;;;;;;;
1127;;598,09;04/05/2022;30161;;MUNDIAL; 10,00 ;;;; 14,70 ;879,1862603;;;;;;;;
1127;;564,07;04/05/2022;30162;;FENIX; 34,01 ;;;; 50,00 ;829,1862683;;;;;;;;
1127;;544,07;10/05/2022;30163;;CORREA; 20,00 ;;;; 29,40 ;799,7862683;;;;;;;;
1127;;514,07;10/05/2022;30164;;ART METAL; 30,00 ;;;; 44,10 ;755,6862683;;;;;;;;
1127;;484,07;10/05/2022;30165;;Paulo Brum; 30,00 ;;;; 44,10 ;711,5862683;;;;;;;;
1127;;459,07;10/05/2022;30166;;GEMAS DO MUNDO; 25,00 ;;;; 36,75 ;674,8362683;;;;;;;;
1127;;449,07;10/05/2022;30167;;Loefler; 10,00 ;;;; 14,70 ;660,1362683;;;;;;;;
1127;;447,07;10/05/2022;30168;;Rafael Bassi; 2,00 ;;;; 2,94 ;657,1962683;;;;;;;;
1127;;437,07;10/05/2022;30169;;Luiz joana; 10,00 ;;;; 14,70 ;642,4962683;;;;;;;;
1127;;427,07;10/05/2022;30170;;IZA PEROBELI; 10,00 ;;;; 14,70 ;627,7962683;;;;;;;;
1127;;393,06;10/05/2022;30171;;FENIX; 34,01 ;;;; 50,00 ;577,7962763;;;;;;;;
1127;;378,06;10/05/2022;30172;;karan; 15,00 ;;;; 22,05 ;555,7462763;;;;;;;;
1127;;363,06;16/05/2022;30173;;MICHESTER; 15,00 ;;;; 22,05 ;533,6962763;;;;;;;;
1127;;333,06;16/05/2022;30174;;WANJOUR; 30,00 ;;;; 44,10 ;489,5962763;;;;;;;;
1127;;288,06;16/05/2022;30175;;FELIPE BAZARIN; 45,00 ;;;; 66,15 ;423,4462763;;;;;;;;
1127;;278,06;16/05/2022;30176;;KARAN; 10,00 ;;;; 14,70 ;408,7462763;;;;;;;;
1127;;268,06;16/05/2022;30177;;Pelegrine; 10,00 ;;;; 14,70 ;394,0462763;;;;;;;;
1127;;263,06;16/05/2022;30178;;Jorge Leocacio; 5,00 ;;;; 7,35 ;386,6962763;;;;;;;;
1127;;233,06;19/05/2022;30179;;Paulo Brum; 30,00 ;;;; 44,10 ;342,5962763;;;;;;;;
1127;;182,04;19/05/2022;30180;;fenix; 51,02 ;;;; 75,00 ;267,5968763;;;;;;;;
1127;;172,04;19/05/2022;30181;;Montana; 10,00 ;;;; 14,70 ;252,8968763;;;;;;;;
1127;;122,04;19/05/2022;30182;;PUZZUOLLI; 50,00 ;;;; 73,50 ;179,3968763;;;;;;;;
1127;;72,04;19/05/2022;30183;;MIX METAIS; 50,00 ;;;; 73,50 ;105,8968763;;;;;;;;
1127;;62,04;19/05/2022;30184;;CORREA; 10,00 ;;;; 14,70 ;91,19687634;;;;;;;;
1127;;-3,11;19/05/2022;30185;;MIX METAIS; 65,15 ;;;; 95,77 ;-4,57362366;;;;;;;;
1128;1100,136054;1087,02;23/05/2022;30186;;LOEFLER; 10,00 ;;;; 14,70 ;1597,926376;;;;;;;;
1128;;1057,02;23/05/2022;30187;;Paulo Brum; 30,00 ;;;; 44,10 ;1553,826376;;;;;;;;
1128;;1047,02;23/05/2022;30188;;FOUR METALIC; 10,00 ;;;; 14,70 ;1539,126376;;;;;;;;
1128;;1032,02;23/05/2022;30189;;FELIPE BAZARIN; 15,00 ;;;; 22,05 ;1517,076376;;;;;;;;
1128;;1022,02;23/05/2022;30190;;CORREA; 10,00 ;;;; 14,70 ;1502,376376;;;;;;;;
1128;;822,02;23/05/2022;30191;;Cennabras; 200,00 ;;;; 294,00 ;1208,376376;;;;;;;;
1128;;788,01;30/05/2022;30192;;FENIX; 34,01 ;;;; 50,00 ;1158,376384;;;;;;;;
1128;;778,01;30/05/2022;30193;;CORREA; 10,00 ;;;; 14,70 ;1143,676384;;;;;;;;
1128;;758,01;30/05/2022;30194;;RAIARA; 20,00 ;;;; 29,40 ;1114,276384;;;;;;;;
1128;;708,01;30/05/2022;30195;;MIX; 50,00 ;;;; 73,50 ;1040,776384;;;;;;;;
1128;;698,01;30/05/2022;30196;;MONTANA; 10,00 ;;;; 14,70 ;1026,076384;;;;;;;;
1128;;527,94;30/05/2022;30197;;Cennabras; 170,07 ;;;; 250,00 ;776,0734843;;;;;;;;
1128;;477,94;30/05/2022;30198;;MIX METAIS; 50,00 ;;;; 73,50 ;702,5734843;;;;;;;;
1128;;452,94;30/05/2022;30199;;gemas do mundo; 25,00 ;;;; 36,75 ;665,8234843;;;;;;;;
1128;;323,01;31/05/2022;30200;;Cennabras; 129,93 ;;;; 191,00 ;474,8263843;;;;;;;;
1128;;313,01;01/06/2022;30201;;CORREA; 10,00 ;;;; 14,70 ;460,1263843;;;;;;;;
1128;;244,98;02/06/2022;30202;;FENIX; 68,03 ;;;; 100,00 ;360,1262533;;;;;;;;
1128;;224,98;03/06/2022;30203;;Paulo brum; 20,00 ;;;; 29,40 ;330,7262533;;;;;;;;
1128;;204,28;04/06/2022;30204;;Brilharty; 20,70 ;;;; 30,43 ;300,2972533;;;;;;;;
1128;;194,28;05/06/2022;30205;;4 METALIC; 10,00 ;;;; 14,70 ;285,5972533;;;;;;;;
1128;;184,28;07/06/2022;30206;;LOEFLER; 10,00 ;;;; 14,70 ;270,8972533;;;;;;;;
1128;;174,28;07/06/2022;30207;;ART SHOW; 10,00 ;;;; 14,70 ;256,1972533;;;;;;;;
1128;;124,28;07/06/2022;30208;;PUZZUOLLI; 50,00 ;;;; 73,50 ;182,6972533;;;;;;;;
1128;;114,28;07/06/2022;30209;;CORREA; 10,00 ;;;; 14,70 ;167,9972533;;;;;;;;
1128;;84,28;07/06/2022;30210;;art metal; 30,00 ;;;; 44,10 ;123,8972533;;;;;;;;
1128;;34,28;07/06/2022;30211;;MIX; 50,00 ;;;; 73,50 ;50,39725334;;;;;;;;
1128;;24,28;14/06/2022;30212;;CORREA; 10,00 ;;;; 14,70 ;35,69725334;;;;;;;;
1129;1126,251701;1100,54;14/06/2022;30213;;MIX; 50,00 ;;;; 73,50 ;1617,787253;;;;;;;;
1129;;1090,54;14/06/2022;30214;;MONTANA; 10,00 ;;;; 14,70 ;1603,087253;;;;;;;;
1129;;1070,54;14/06/2022;30215;;Brilharty - pgto recuperação; 20,00 ;;;; 29,40 ;1573,687253;;;;;;;;
1129;;1040,54;14/06/2022;30216;;Paulo brum; 30,00 ;;;; 44,10 ;1529,587253;;;;;;;;
1129;;1030,54;14/06/2022;30217;;MUNDIAL; 10,00 ;;;; 14,70 ;1514,887253;;;;;;;;
1129;;1020,54;14/06/2022;30218;;Correa; 10,00 ;;;; 14,70 ;1500,187253;;;;;;;;
1129;;442,26;14/06/2022;30219;;BRUNA; 578,28 ;;;; 850,07 ;650,1156533;;;;;;;;
1129;;374,23;14/06/2022;30220;;FENIX; 68,03 ;;;; 100,00 ;550,1115533;;;;;;;;
1129;;371,23;14/06/2022;30221;;ROMARIO; 3,00 ;;;; 4,41 ;545,7015533;;;;;;;;
1129;;366,23;14/06/2022;30222;;Jose Bidinote; 5,00 ;;;; 7,35 ;538,3515533;;;;;;;;
1129;;346,23;21/06/2022;30223;;Brilharty - prte recuperação; 20,00 ;;;; 29,40 ;508,9515533;;;;;;;;
1129;;336,23;21/06/2022;30224;;Loefler; 10,00 ;;;; 14,70 ;494,2515533;;;;;;;;
1129;;315,74;21/06/2022;30225;;Espabra - pgto recuperação; 20,49 ;;;; 30,12 ;464,1312533;;;;;;;;
1129;;270,74;21/06/2022;30226;;Felipe Barzarin; 45,00 ;;;; 66,15 ;397,9812533;;;;;;;;
1129;;260,74;21/06/2022;30227;;CORREA; 10,00 ;;;; 14,70 ;383,2812533;;;;;;;;
1129;;250,74;21/06/2022;30228;;DIACOMO; 10,00 ;;;; 14,70 ;368,5812533;;;;;;;;
1129;;225,74;21/06/2022;30229;;gemas do mundo; 25,00 ;;;; 36,75 ;331,8312533;;;;;;;;
1129;;195,74;21/06/2022;30230;;PAULO BRUM; 30,00 ;;;; 44,10 ;287,7312533;;;;;;;;
1129;;190,74;23/06/2022;30231;;Mauro Aguilar; 5,00 ;;;; 7,35 ;280,3812533;;;;;;;;
1129;;170,74;23/06/2022;30232;;Eduardo; 20,00 ;;;; 29,40 ;250,9812533;;;;;;;;
1129;;160,74;23/06/2022;30233;;4 METALIC; 10,00 ;;;; 14,70 ;236,2812533;;;;;;;;
1129;;110,74;23/06/2022;30234;;MIX METAIS; 50,00 ;;;; 73,50 ;162,7812533;;;;;;;;
1129;;100,74;23/06/2022;30235;;montana; 10,00 ;;;; 14,70 ;148,0812533;;;;;;;;
1129;;90,74;23/06/2022;30236;;Felipe ; 10,00 ;;;; 14,70 ;133,3812533;;;;;;;;
1129;;80,74;23/06/2022;30237;;CORREA; 10,00 ;;;; 14,70 ;118,6812533;;;;;;;;
1130;1246,738095;1285,96;23/06/2022;30238;;Fenix; 34,01 ;;; 7,50 ; 61,02 ;1890,361261;;;;;;;;
1130;;1276,70;23/06/2022;30239;;Espabra - pgto recuperação; 9,26 ;;;; 13,61 ;1876,749061;;;;;;;;
1130;;1226,70;24/06/2022;30240;;MIIX; 50,00 ;;;; 73,50 ;1803,249061;;;;;;;;
1130;;1186,70;24/06/2022;30241;;PUZZuolli; 40,00 ;;;; 58,80 ;1744,449061;;;;;;;;
1130;;1181,70;24/06/2022;30242;;JOSE BIDINOTE; 5,00 ;;;; 7,35 ;1737,099061;;;;;;;;
1130;;1176,70;24/06/2022;30243;;AMON; 5,00 ;;;; 7,35 ;1729,749061;;;;;;;;
1130;;1166,70;24/06/2022;30244;;CORREA; 10,00 ;;;; 14,70 ;1715,049061;;;;;;;;
1130;;1132,69;24/06/2022;30245;;FENIX; 34,01 ;;;; 50,00 ;1665,049069;;;;;;;;
1130;;632,69;24/06/2022;30246;;Bruna; 500,00 ;;;; 735,00 ;930,0490693;;;;;;;;
1130;;428,61;24/06/2022;30247;;Cennabras; 204,08 ;;;; 300,00 ;630,0514693;;;;;;;;
1130;;418,6064417;24/06/2022;30248;;FOUR METALIC; 10,00 ;;;; 14,70 ;615,3514693;;;;;;;;
1130;;408,6064417;24/06/2022;30249;;CORREA; 10,00 ;;;; 14,70 ;600,6514693;;;;;;;;
1130;;398,6064417;24/06/2022;30250;;Loefler; 10,00 ;;;; 14,70 ;585,9514693;;;;;;;;
1130;;353,5264417;04/07/2022;30251;;Mix; 45,08 ;;;; 66,27 ;519,6838693;;;;;;;;
1130;;343,5264417;04/07/2022;30252;;Correa; 10,00 ;;;; 14,70 ;504,9838693;;;;;;;;
1130;;313,5264417;04/07/2022;30253;;Paulo Brum; 30,00 ;;;; 44,10 ;460,8838693;;;;;;;;
1130;;303,5264417;04/07/2022;30254;;Jose Alexandre; 10,00 ;;;; 14,70 ;446,1838693;;;;;;;;
1130;;293,5264417;04/07/2022;30255;;MUNDIAL; 10,00 ;;;; 14,70 ;431,4838693;;;;;;;;
1130;;225,4990417;04/07/2022;30256;;FENIX; 68,03 ;;;; 100,00 ;331,4835913;;;;;;;;
1130;;185,4990417;11/07/2022;30257;;MS BRINDES; 40,00 ;;;; 58,80 ;272,6835913;;;;;;;;
1130;;145,4990417;11/07/2022;30258;;CONTRESS; 40,00 ;;;; 58,80 ;213,8835913;;;;;;;;
1130;;115,4990417;11/07/2022;30259;;ART METAL; 30,00 ;;;; 44,10 ;169,7835913;;;;;;;;
1130;;105,4990417;11/07/2022;30260;;CORREA; 10,00 ;;;; 14,70 ;155,0835913;;;;;;;;
1130;;95,49904173;11/07/2022;30261;;FAEMAN; 10,00 ;;;; 14,70 ;140,3835913;;;;;;;;
1130;;45,49904173;11/07/2022;30262;;MIX METAIS; 50,00 ;;;; 73,50 ;66,88359134;;;;;;;;
1131;1276,938776;1028,287817;11/07/2022;30263;;CENNABRAS; 292,15 ;;; 2,00 ; 432,40 ;1511,583091;;;;;;;;
1131;0;1018,287817;14/07/2022;30264;;CORREA; 10,00 ;;;; 14,70 ;1496,883091;;;;;;;;
1131;0;993,2878172;14/07/2022;30265;;GEMAS DO MUNDO; 25,00 ;;;; 36,75 ;1460,133091;;;;;;;;
1131;;983,2878172;14/07/2022;30266;;MONTANA; 10,00 ;;;; 14,70 ;1445,433091;;;;;;;;
1131;;953,2878172;14/07/2022;30267;;PAULO BRUM; 30,00 ;;;; 44,10 ;1401,333091;;;;;;;;
1131;;913,2878172;14/07/2022;30268;;PUZZUOLLI; 40,00 ;;;; 58,80 ;1342,533091;;;;;;;;
1131;;845,2605172;14/07/2022;30269;;Fenix; 68,03 ;;;; 100,00 ;1242,53296;;;;;;;;
1131;;840,2605172;14/07/2022;30270;;Jose Bidinote; 5,00 ;;;; 7,35 ;1235,18296;;;;;;;;
1131;;667,2605172;14/07/2022;30271;;oficina oriental; 173,00 ;;;; 254,31 ;980,8729603;;;;;;;;
1131;;657,2605172;14/07/2022;30272;;CORREA; 10,00 ;;;; 14,70 ;966,1729603;;;;;;;;
1131;;637,2605172;14/07/2022;30273;;WANJOUR; 20,00 ;;;; 29,40 ;936,7729603;;;;;;;;
1131;;627,2605172;14/07/2022;30274;;LOEFLER; 10,00 ;;;; 14,70 ;922,0729603;;;;;;;;
1131;;617,2605172;14/07/2022;30275;;PELEGINO; 10,00 ;;;; 14,70 ;907,3729603;;;;;;;;
1131;;607,2605172;19/07/2022;30276;;ASTRIDORO; 10,00 ;;;; 14,70 ;892,6729603;;;;;;;;
1131;;539,2332172;19/07/2022;30277;;FENIX; 68,03 ;;;; 100,00 ;792,6728293;;;;;;;;
1131;;509,2332172;19/07/2022;30278;;Paulo Brum; 30,00 ;;;; 44,10 ;748,5728293;;;;;;;;
1131;;449,2332172;19/07/2022;30279;;CONTRESS; 60,00 ;;;; 88,20 ;660,3728293;;;;;;;;
1131;;439,2332172;19/07/2022;30280;;4 METALIC; 10,00 ;;;; 14,70 ;645,6728293;;;;;;;;
1131;;429,2332172;19/07/2022;30281;;CORREA; 10,00 ;;;; 14,70 ;630,9728293;;;;;;;;
1131;;389,2332172;19/07/2022;30282;;MS BRINDES; 40,00 ;;;; 58,80 ;572,1728293;;;;;;;;
1131;;379,2332172;19/07/2022;30283;;WES; 10,00 ;;;; 14,70 ;557,4728293;;;;;;;;
1131;;279,2332172;19/07/2022;30284;;PEFUR; 100,00 ;;;; 147,00 ;410,4728293;;;;;;;;
1131;;264,2332172;19/07/2022;30285;;MICHESTER; 15,00 ;;;; 22,05 ;388,4228293;;;;;;;;
1131;;254,2332172;19/07/2022;30286;;MONTANA; 10,00 ;;;; 14,70 ;373,7228293;;;;;;;;
1131;;244,2332172;19/07/2022;30287;;ART SHOW; 10,00 ;;;; 14,70 ;359,0228293;;;;;;;;
1131;;234,2332172;27/07/2022;30288;;CORREA; 10,00 ;;;; 14,70 ;344,3228293;;;;;;;;
1131;;204,2332172;27/07/2022;30289;;Paulo brum; 30,00 ;;;; 44,10 ;300,2228293;;;;;;;;
1131;;-295,7667828;27/07/2022;30290;;BRUNA; 500,00 ;;;; 735,00 ;-434,7771707;;;;;;;;
1132;1539,455782;1210,689;27/07/2022;30291;;ART METAL; 30,00 ;;; 3,00 ; 48,51 ;1779,712829;;;;;;;;
1132;;1200,689;27/07/2022;30292;;PW ACESSORIOS; 10,00 ;;;; 14,70 ;1765,012829;;;;;;;;
1132;;860,5529996;27/07/2022;30293;;Cennabras; 340,14 ;;;; 500,00 ;1265,012909;;;;;;;;
1132;;850,5529996;27/07/2022;30294;;4 METALIC; 10,00 ;;;; 14,70 ;1250,312909;;;;;;;;
1132;;840,5529996;27/07/2022;30295;;Mundial; 10,00 ;;;; 14,70 ;1235,612909;;;;;;;;
1132;;790,5529996;27/07/2022;30296;;Puzzuolli; 50,00 ;;;; 73,50 ;1162,112909;;;;;;;;
